season,player,pos,age,team_id,g,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,ast_pct,blk_pct,bpm,dbpm,drb_pct,dws,fg3a_per_fga_pct,fta_per_fga_pct,mp,obpm,orb_pct,ows,per,stl_pct,tov_pct,trb_pct,ts_pct,usg_pct,vorp,ws,ws_per_48
2013,Raymond Felton,PG,28,NYK,12,12,37.8,6.0,13.5,0.444,0.8,2.3,0.321,5.3,11.2,0.470,0.472,1.3,2.0,0.667,1.4,2.0,3.4,4.7,1.7,0.4,1.7,2.2,14.1,23.4,1.1,2.9,0.9,6.8,0.7,0.173,0.148,454,2.0,4.1,0.5,16.5,2.4,10.4,5.4,0.490,20.4,0.5,1.2,0.127
2013,Derek Fisher,SG,38,OKC,11,0,23.7,2.9,6.4,0.457,2.2,4.6,0.471,0.7,1.7,0.421,0.629,0.7,1.1,0.667,0.1,1.5,1.5,0.7,0.6,0.1,0.7,3.0,8.7,5.1,0.3,1.8,1.5,6.8,0.2,0.729,0.171,261,0.2,0.4,0.4,11.2,1.4,9.6,3.7,0.638,14.6,0.3,0.6,0.114
2013,Evan Fournier,SG,20,DEN,4,4,13.3,1.5,4.3,0.353,0.0,2.0,0.000,1.5,2.3,0.667,0.353,1.8,2.0,0.875,0.0,0.0,0.0,1.0,0.5,0.0,1.5,1.5,4.8,11.4,0.0,-7.5,-2.1,0.0,0.0,0.471,0.471,53,-5.4,0.0,-0.1,4.1,1.9,22.6,0.0,0.463,21.4,-0.1,-0.1,-0.104
2013,Paul George,SF,22,IND,19,19,41.1,6.3,14.6,0.430,1.8,5.5,0.327,4.5,9.1,0.491,0.491,4.9,6.7,0.727,0.8,6.6,7.4,5.1,1.3,0.5,3.9,3.8,19.2,23.9,0.9,3.7,2.3,18.1,1.0,0.375,0.462,780,1.4,2.5,0.9,16.6,1.8,18.4,10.6,0.548,24.4,1.1,1.9,0.118
2013,Kevin Garnett,C,36,BOS,6,6,35.3,5.0,10.0,0.500,0.0,0.3,0.000,5.0,9.7,0.517,0.500,2.7,2.8,0.941,1.5,12.2,13.7,3.5,0.8,1.0,3.2,3.8,12.7,22.4,2.5,3.4,4.1,37.9,0.6,0.033,0.283,212,-0.7,5.6,0.0,17.3,1.3,22.0,23.2,0.563,20.8,0.3,0.6,0.145
2013,Marc Gasol,C,28,MEM,15,15,40.6,6.2,13.7,0.454,0.0,0.0,,6.2,13.7,0.454,0.454,4.8,6.0,0.800,1.7,6.8,8.5,3.2,0.9,2.2,1.2,3.5,17.2,14.5,4.6,5.1,2.8,21.2,0.8,0.000,0.439,609,2.3,4.7,1.3,19.4,1.2,6.9,12.5,0.527,20.1,1.1,2.1,0.168
2013,Pau Gasol,PF,32,LAL,4,4,36.5,6.3,13.0,0.481,0.0,0.0,,6.3,13.0,0.481,0.481,1.5,2.8,0.545,1.8,9.8,11.5,6.5,0.5,0.8,3.3,1.0,14.0,32.5,1.5,3.9,1.8,31.9,0.0,0.000,0.212,146,2.0,5.5,0.0,17.9,0.7,18.6,18.4,0.493,22.4,0.2,0.0,0.013
2013,Reggie Evans,PF,32,BRK,7,7,29.9,1.6,3.3,0.478,0.0,0.0,,1.6,3.3,0.478,0.478,1.4,2.6,0.556,2.3,10.0,12.3,0.9,1.0,0.3,0.9,3.0,4.6,4.2,0.7,0.2,1.2,40.8,0.4,0.000,0.783,209,-1.0,9.0,0.2,12.3,1.8,16.3,24.6,0.517,8.3,0.1,0.5,0.125
2013,Taj Gibson,PF,27,CHI,12,0,17.2,2.6,5.5,0.470,0.0,0.2,0.000,2.6,5.3,0.484,0.470,1.3,1.8,0.727,1.3,1.8,3.0,0.3,0.3,0.5,0.8,3.1,6.5,3.5,2.4,-3.5,-0.1,12.9,0.1,0.030,0.333,206,-3.4,8.7,0.2,12.3,1.1,10.6,10.7,0.515,19.4,-0.1,0.3,0.059
2013,Festus Ezeli,C,23,GSW,12,3,11.2,0.5,1.1,0.462,0.0,0.0,,0.5,1.1,0.462,0.462,1.0,1.8,0.571,1.1,1.4,2.5,0.2,0.3,0.6,1.0,2.0,2.0,2.0,4.1,-4.6,1.3,13.6,0.1,0.000,1.615,134,-5.9,11.4,-0.1,6.4,1.1,35.0,12.6,0.540,11.4,-0.1,0.1,0.018
2013,Chris Duhon,PG,30,LAL,2,0,34.0,2.0,5.5,0.364,1.5,4.0,0.375,0.5,1.5,0.333,0.500,0.0,0.0,,0.5,1.0,1.5,3.5,1.0,0.5,2.5,2.0,5.5,15.6,1.1,-4.9,-1.4,3.5,0.0,0.727,0.000,68,-3.5,1.7,-0.1,5.5,1.5,31.3,2.6,0.500,11.0,0.0,-0.1,-0.060
2013,Monta Ellis,SG,27,MIL,4,4,38.0,6.0,13.8,0.436,0.8,4.8,0.158,5.3,9.0,0.583,0.464,1.5,4.0,0.375,0.5,2.8,3.3,5.5,2.5,0.3,3.5,2.0,14.3,27.1,0.6,-0.3,0.7,9.5,0.1,0.345,0.291,152,-1.1,1.5,-0.2,12.3,3.5,18.4,5.2,0.459,23.6,0.1,-0.2,-0.050
2013,Kevin Durant,SF,24,OKC,11,11,44.1,10.2,22.4,0.455,2.0,6.4,0.314,8.2,16.0,0.511,0.500,8.5,10.2,0.830,0.6,8.4,9.0,6.3,1.3,1.1,3.9,2.4,30.8,29.2,2.1,9.3,1.7,21.1,0.7,0.285,0.455,485,7.6,1.6,1.5,26.0,1.5,12.7,11.5,0.574,31.9,1.4,2.1,0.210
2013,Mike Dunleavy,SF,32,MIL,4,0,22.8,4.3,7.5,0.567,1.8,4.0,0.438,2.5,3.5,0.714,0.683,2.0,2.3,0.889,0.8,3.3,4.0,2.0,0.5,0.0,0.8,1.3,12.3,17.4,0.0,9.2,1.8,18.7,0.0,0.533,0.300,91,7.4,3.8,0.4,24.7,1.2,8.1,10.8,0.721,19.1,0.3,0.4,0.224
2013,Tim Duncan,C,36,SAS,21,21,35.0,7.2,15.3,0.470,0.0,0.0,0.000,7.2,15.2,0.472,0.470,3.8,4.7,0.806,2.6,7.6,10.2,1.9,0.9,1.6,2.0,2.5,18.1,9.6,3.5,2.9,1.1,24.2,1.4,0.003,0.305,735,1.8,8.7,1.1,21.3,1.3,10.3,16.7,0.523,26.1,0.9,2.5,0.161
2013,Andrew Goudelock,SG,24,LAL,3,2,26.7,5.3,12.0,0.444,0.7,3.3,0.200,4.7,8.7,0.538,0.472,0.7,0.7,1.000,0.3,1.3,1.7,1.0,1.7,0.0,1.3,2.3,12.0,7.2,0.0,-3.1,0.1,6.0,0.0,0.278,0.056,80,-3.2,1.4,-0.1,12.4,3.3,9.8,3.6,0.488,23.9,0.0,-0.1,-0.030
2013,Keyon Dooling,PG,32,MEM,14,0,8.1,0.6,1.7,0.333,0.4,0.9,0.385,0.2,0.8,0.273,0.438,0.4,0.4,1.000,0.0,0.4,0.4,0.3,0.1,0.0,0.2,1.0,1.9,5.6,0.0,-5.5,-0.7,5.5,0.0,0.542,0.250,114,-4.9,0.0,0.0,4.4,0.5,10.1,2.6,0.507,12.1,-0.1,0.1,0.032
2013,Boris Diaw,PF,30,SAS,16,1,17.1,1.5,3.4,0.444,0.3,0.8,0.385,1.2,2.6,0.463,0.491,0.8,0.9,0.857,0.5,2.0,2.5,1.8,0.3,0.2,0.8,1.8,4.1,15.0,0.8,0.3,1.4,13.0,0.3,0.241,0.259,273,-1.1,3.5,0.2,10.1,0.8,17.8,8.4,0.540,12.7,0.2,0.5,0.095
2013,Luol Deng,SF,27,CHI,5,5,44.8,6.4,16.8,0.381,0.2,3.6,0.056,6.2,13.2,0.470,0.387,0.8,2.0,0.400,1.0,6.6,7.6,3.8,1.0,0.6,2.4,2.4,13.8,14.9,1.1,-4.1,-0.8,18.6,0.1,0.214,0.119,224,-3.3,2.7,-0.4,8.3,1.2,12.0,10.4,0.390,21.2,-0.1,-0.3,-0.066
2013,Carlos Delfino,SF,30,HOU,5,0,24.0,3.0,8.0,0.375,2.2,6.2,0.355,0.8,1.8,0.444,0.513,0.8,0.8,1.000,0.2,2.2,2.4,2.0,0.6,0.2,1.0,2.0,9.0,14.1,0.7,2.3,0.6,10.4,0.0,0.775,0.100,120,1.7,0.9,0.1,11.8,1.3,10.7,5.6,0.539,17.2,0.1,0.1,0.053
2013,Austin Daye,SF,24,MEM,4,0,5.0,0.8,2.0,0.375,0.0,0.3,0.000,0.8,1.8,0.429,0.375,0.3,0.3,1.000,0.0,0.3,0.3,0.0,0.0,0.3,0.3,0.5,1.8,0.0,4.2,-8.5,-2.8,6.3,0.0,0.125,0.125,20,-5.7,0.0,0.0,4.1,0.0,10.6,3.0,0.415,22.0,0.0,0.0,-0.077
2013,Nando De Colo,SG,25,SAS,5,0,2.8,0.2,0.8,0.250,0.0,0.6,0.000,0.2,0.2,1.000,0.250,0.4,0.4,1.000,0.4,0.4,0.8,0.4,0.0,0.0,0.0,0.2,0.8,20.5,0.0,-0.2,-1.3,15.9,0.0,0.750,0.500,14,1.1,16.9,0.0,17.0,0.0,0.0,16.4,0.410,16.5,0.0,0.1,0.184
2013,Manu Ginóbili,SG,35,SAS,21,3,26.7,3.7,9.2,0.399,1.4,4.6,0.302,2.3,4.6,0.495,0.474,2.8,3.8,0.738,0.4,3.3,3.7,5.0,1.1,0.3,2.6,2.5,11.5,29.7,0.8,2.8,1.6,13.7,0.8,0.497,0.415,560,1.2,1.9,0.5,16.5,2.3,19.4,8.0,0.530,23.9,0.7,1.3,0.110
2013,Kris Humphries,PF,27,BRK,7,0,11.9,2.0,4.4,0.452,0.0,0.0,,2.0,4.4,0.452,0.452,0.4,1.0,0.429,1.4,1.9,3.3,0.1,0.1,0.4,0.3,2.1,4.4,2.1,2.6,-4.3,-1.6,19.1,0.1,0.000,0.226,83,-2.7,14.1,0.1,13.6,0.7,5.5,16.6,0.455,20.5,0.0,0.1,0.086
2013,Danny Green,SG,25,SAS,21,21,31.9,4.0,8.9,0.446,2.6,5.4,0.482,1.3,3.4,0.389,0.594,0.6,0.7,0.800,0.9,3.3,4.1,1.5,1.0,1.1,0.9,2.4,11.1,7.4,2.6,4.8,2.4,11.5,0.9,0.613,0.081,669,2.4,3.2,1.2,15.2,1.8,9.0,7.5,0.605,15.0,1.1,2.1,0.154
2013,Draymond Green,SF,22,GSW,12,1,18.6,2.0,4.7,0.429,0.8,1.9,0.391,1.3,2.8,0.455,0.509,1.1,1.4,0.765,1.2,3.1,4.3,1.6,0.5,0.8,1.0,2.9,5.8,12.5,3.5,3.1,3.3,17.7,0.3,0.411,0.304,223,-0.3,7.4,0.3,13.9,1.4,15.9,12.8,0.551,15.1,0.3,0.6,0.125
2013,Marquis Daniels,SF,32,MIL,3,0,11.0,2.0,3.7,0.545,0.0,0.7,0.000,2.0,3.0,0.667,0.545,0.0,0.0,,0.0,1.3,1.3,1.3,0.3,0.0,0.3,1.0,4.0,23.7,0.0,1.0,1.7,15.8,0.0,0.182,0.000,33,-0.6,0.0,0.0,14.9,1.6,8.3,7.4,0.545,17.1,0.0,0.0,0.069
2013,Serge Ibaka,PF,23,OKC,11,11,33.3,5.4,12.3,0.437,0.4,0.8,0.444,5.0,11.5,0.437,0.452,1.7,2.2,0.792,3.5,4.8,8.4,0.7,0.0,3.0,0.6,3.5,12.8,3.9,7.8,0.8,-0.1,16.1,0.5,0.067,0.178,366,0.9,12.1,0.5,17.1,0.0,4.6,14.1,0.484,19.1,0.3,1.0,0.131
2013,Dwight Howard,C,27,LAL,4,4,31.5,6.5,10.5,0.619,0.0,0.0,,6.5,10.5,0.619,0.619,4.0,9.0,0.444,2.5,8.3,10.8,1.0,0.5,2.0,4.0,4.3,17.0,6.2,4.5,-0.6,0.9,31.2,0.1,0.000,0.857,126,-1.5,9.1,0.0,19.0,0.8,21.7,19.9,0.588,27.4,0.0,0.0,0.019
2013,Al Horford,C,26,ATL,6,6,36.3,6.8,13.8,0.494,0.0,0.0,,6.8,13.8,0.494,0.494,3.0,4.5,0.667,2.0,6.8,8.8,3.0,1.0,0.8,1.5,2.8,16.7,16.8,1.9,3.6,1.3,21.1,0.3,0.000,0.325,218,2.3,5.9,0.3,19.1,1.4,8.7,13.3,0.527,22.6,0.3,0.6,0.136
2013,Ryan Hollins,C,28,LAC,5,0,7.4,1.0,1.8,0.556,0.0,0.0,,1.0,1.8,0.556,0.556,0.2,0.4,0.500,0.6,0.4,1.0,0.4,0.0,0.4,0.4,2.0,2.2,9.0,4.1,-3.8,-0.1,6.7,0.0,0.000,0.222,37,-3.7,10.7,0.0,9.7,0.0,16.8,8.6,0.557,15.6,0.0,0.0,0.036
2013,Kirk Hinrich,PG,32,CHI,4,4,40.5,4.0,9.3,0.432,1.0,2.8,0.364,3.0,6.5,0.462,0.486,2.3,3.5,0.643,0.3,2.5,2.8,5.8,2.0,0.3,2.0,3.5,11.3,23.2,0.5,0.7,2.2,7.8,0.1,0.297,0.378,162,-1.5,0.7,0.2,12.7,2.7,15.6,4.2,0.521,14.9,0.1,0.2,0.064
2013,Jordan Hill,PF,25,LAL,3,0,10.3,1.7,3.3,0.500,0.0,0.0,,1.7,3.3,0.500,0.500,0.0,0.0,,0.7,3.0,3.7,0.3,0.0,0.7,0.0,0.7,3.3,5.8,4.6,1.1,-0.1,34.6,0.0,0.000,0.000,31,1.2,7.4,0.0,17.7,0.0,0.0,20.7,0.500,15.1,0.0,0.1,0.086
2013,Grant Hill,SF,40,LAC,1,0,20.0,2.0,4.0,0.500,0.0,0.0,,2.0,4.0,0.500,0.500,0.0,0.0,,2.0,2.0,4.0,2.0,0.0,0.0,1.0,5.0,4.0,15.8,0.0,-3.0,-1.2,12.4,0.0,0.000,0.000,20,-1.7,13.2,0.0,7.4,0.0,20.0,12.8,0.500,12.1,0.0,0.0,0.026
2013,George Hill,PG,26,IND,18,18,38.1,4.6,11.5,0.401,1.9,5.3,0.358,2.7,6.2,0.438,0.483,3.5,4.2,0.829,0.3,3.4,3.7,4.3,1.2,0.2,2.2,2.3,14.6,20.6,0.5,2.7,1.3,10.2,0.6,0.459,0.367,685,1.4,0.9,1.2,14.6,1.8,14.3,5.7,0.547,19.1,0.8,1.8,0.125
2013,Ray Allen,SG,37,MIA,23,0,24.9,3.2,7.5,0.430,1.7,4.2,0.406,1.5,3.3,0.461,0.544,2.0,2.3,0.870,0.6,2.2,2.8,1.3,0.5,0.1,1.2,1.8,10.2,8.3,0.4,0.7,-0.8,10.8,0.5,0.558,0.314,573,1.5,2.9,1.1,14.4,1.2,12.1,6.9,0.598,18.8,0.4,1.5,0.129
2013,Roy Hibbert,C,26,IND,19,19,36.5,6.3,12.4,0.511,0.0,0.0,,6.3,12.4,0.511,0.511,4.4,5.4,0.806,4.7,5.2,9.9,1.4,0.2,1.9,2.3,3.9,17.0,7.6,4.4,2.9,1.0,15.9,0.8,0.000,0.438,694,1.8,15.9,1.9,21.2,0.2,13.3,15.9,0.576,21.8,0.9,2.7,0.187
2013,John Henson,PF,22,MIL,4,0,8.3,0.8,2.8,0.273,0.0,0.3,0.000,0.8,2.5,0.300,0.273,0.0,0.0,,0.0,2.0,2.0,0.3,0.5,0.0,0.5,1.3,1.5,5.0,0.0,-10.4,-0.8,31.7,0.0,0.091,0.000,33,-9.6,0.0,-0.2,-0.1,3.2,15.4,14.9,0.273,18.6,-0.1,-0.1,-0.180
2013,Udonis Haslem,PF,32,MIA,22,19,16.2,2.3,3.9,0.593,0.0,0.0,,2.3,3.9,0.593,0.593,0.4,0.6,0.571,1.2,2.5,3.6,0.3,0.7,0.2,0.6,2.5,5.0,2.8,1.2,-0.3,0.8,18.4,0.5,0.000,0.163,357,-1.1,9.2,0.5,14.2,2.3,13.2,13.8,0.597,14.4,0.2,1.1,0.142
2013,Devin Harris,SG,29,ATL,6,6,37.5,3.8,10.5,0.365,0.8,4.2,0.200,3.0,6.3,0.474,0.405,2.8,4.2,0.680,0.3,2.5,2.8,3.7,1.7,0.2,2.0,3.0,11.3,16.9,0.4,-2.3,0.2,7.5,0.2,0.397,0.397,225,-2.5,1.0,-0.2,9.3,2.3,14.0,4.1,0.459,18.2,0.0,0.1,0.012
2013,James Harden,SG,23,HOU,6,6,40.5,7.5,19.2,0.391,2.5,7.3,0.341,5.0,11.8,0.423,0.457,8.8,11.0,0.803,0.8,5.8,6.7,4.5,2.0,1.0,4.5,3.0,26.3,21.0,2.2,5.3,1.2,16.3,0.1,0.383,0.574,243,4.1,2.3,0.4,20.8,2.5,15.8,9.2,0.548,31.0,0.5,0.5,0.100
2013,Tyler Hansbrough,PF,27,IND,19,0,12.7,1.4,3.3,0.419,0.0,0.0,,1.4,3.3,0.419,0.419,1.4,2.3,0.591,1.9,1.3,3.2,0.3,0.3,0.0,0.8,2.2,4.1,3.7,0.0,-4.1,-1.2,11.7,0.2,0.000,0.710,241,-2.9,18.3,0.2,11.4,1.4,15.6,14.9,0.479,18.7,-0.1,0.4,0.073
2013,Ben Hansbrough,PG,25,IND,6,0,3.7,0.0,0.8,0.000,0.0,0.5,0.000,0.0,0.3,0.000,0.000,0.0,0.0,,0.2,0.3,0.5,0.5,0.0,0.2,0.3,0.3,0.0,20.4,3.7,-11.4,-2.3,10.2,0.0,0.600,0.000,22,-9.1,5.6,-0.1,-6.4,0.0,28.6,8.0,0.000,14.9,-0.1,-0.1,-0.254
2013,Richard Hamilton,SG,34,CHI,4,0,17.0,2.5,6.8,0.370,0.8,1.8,0.429,1.8,5.0,0.350,0.426,0.8,1.0,0.750,0.0,0.8,0.8,1.3,0.3,0.5,1.3,1.3,6.5,13.0,2.5,-0.9,0.3,5.6,0.0,0.259,0.148,68,-1.3,0.0,-0.1,7.6,0.8,14.8,2.7,0.452,23.5,0.0,-0.1,-0.067
2013,Jordan Hamilton,SF,22,DEN,1,0,2.0,0.0,1.0,0.000,0.0,0.0,,0.0,1.0,0.000,0.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.8,-10.6,0.0,0.0,0.000,0.000,2,-14.2,0.0,0.0,-19.7,0.0,0.0,0.0,0.000,21.4,0.0,0.0,-0.536
2013,Blake Griffin,PF,23,LAC,6,5,26.3,4.8,10.7,0.453,0.0,0.0,,4.8,10.7,0.453,0.453,3.5,4.3,0.808,1.3,4.2,5.5,2.5,0.0,0.8,2.2,4.0,13.2,17.3,2.4,-0.4,-1.4,19.6,0.0,0.000,0.406,158,1.0,6.7,0.2,16.3,0.0,14.7,13.4,0.524,27.1,0.1,0.1,0.045
2013,Willie Green,SG,31,LAC,3,0,6.7,0.7,1.0,0.667,0.0,0.3,0.000,0.7,0.7,1.000,0.667,0.7,0.7,1.000,0.0,1.0,1.0,0.7,0.3,0.0,0.0,0.0,2.0,15.8,0.0,9.7,3.1,18.6,0.0,0.333,0.667,20,6.6,0.0,0.1,21.6,2.7,0.0,9.6,0.773,9.4,0.1,0.1,0.224
2013,Jeff Green,PF,26,BOS,6,6,43.0,6.2,14.2,0.435,1.7,3.7,0.455,4.5,10.5,0.429,0.494,6.3,7.5,0.844,1.0,4.3,5.3,2.3,0.3,0.7,3.2,3.7,20.3,12.3,1.3,1.0,0.6,11.1,0.3,0.259,0.529,258,0.4,3.1,0.3,14.7,0.4,15.3,7.4,0.582,24.5,0.2,0.6,0.113
2013,Gerald Green,SF,27,IND,9,0,11.7,2.3,5.6,0.420,1.2,3.7,0.333,1.1,1.9,0.588,0.530,0.2,0.2,1.000,0.2,1.1,1.3,0.3,0.0,0.1,0.7,1.1,6.1,6.1,0.8,0.7,-0.9,10.7,0.1,0.660,0.040,105,1.6,2.3,0.1,12.9,0.0,10.5,6.7,0.540,25.3,0.1,0.2,0.073
2013,Ed Davis,PF,23,MEM,8,0,6.0,0.6,1.5,0.417,0.0,0.0,,0.6,1.5,0.417,0.417,0.4,0.5,0.750,0.5,0.9,1.4,0.0,0.0,0.1,0.3,0.9,1.6,0.0,1.8,-6.9,-2.4,18.4,0.0,0.000,0.333,48,-4.5,9.5,0.0,7.8,0.0,12.7,13.7,0.472,15.3,-0.1,0.0,0.038
2013,Chris Andersen,C,34,MIA,20,0,15.2,2.3,2.9,0.807,0.0,0.0,,2.3,2.9,0.807,0.807,1.8,2.5,0.735,1.6,2.2,3.8,0.2,0.5,1.1,0.6,2.7,6.4,1.7,6.2,5.5,2.8,17.6,0.5,0.000,0.860,303,2.8,13.3,1.4,24.9,1.6,12.3,15.5,0.815,14.3,0.6,1.9,0.309
2013,Samuel Dalembert,C,31,MIL,1,0,9.0,0.0,2.0,0.000,0.0,0.0,,0.0,2.0,0.000,0.000,1.0,4.0,0.250,1.0,2.0,3.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,-26.4,-4.1,29.0,0.0,0.000,2.000,9,-22.3,12.9,-0.1,-15.5,5.9,34.7,20.4,0.133,30.1,-0.1,-0.1,-0.544
2013,Stephen Curry,PG,24,GSW,12,12,41.4,8.5,19.6,0.434,3.5,8.8,0.396,5.0,10.8,0.465,0.523,2.9,3.2,0.921,0.4,3.4,3.8,8.1,1.7,0.2,3.3,2.9,23.4,33.3,0.3,4.7,0.2,8.8,0.3,0.451,0.162,497,4.5,1.2,1.3,20.5,2.1,13.7,5.2,0.558,26.2,0.8,1.7,0.161
2013,Steve Blake,PG,32,LAL,2,2,37.5,5.5,14.0,0.393,2.5,6.0,0.417,3.0,8.0,0.375,0.482,0.5,0.5,1.000,0.0,4.0,4.0,2.5,2.0,1.5,2.0,4.0,14.0,11.7,2.9,1.7,2.1,12.7,0.0,0.429,0.036,75,-0.4,0.0,0.0,12.1,2.8,12.3,6.2,0.492,20.2,0.1,0.0,-0.008
2013,DeJuan Blair,PF,23,SAS,12,0,6.3,1.8,2.8,0.618,0.0,0.0,,1.8,2.8,0.618,0.618,0.4,0.8,0.556,0.5,1.5,2.0,0.6,0.4,0.1,0.1,1.2,3.9,18.7,1.0,7.5,4.3,26.3,0.2,0.000,0.265,76,3.2,9.4,0.4,31.2,3.5,2.6,18.1,0.619,24.2,0.2,0.6,0.348
2013,Chauncey Billups,SG,36,LAC,6,6,19.2,1.8,6.0,0.306,1.0,2.8,0.353,0.8,3.2,0.263,0.389,1.5,1.8,0.818,0.3,1.7,2.0,1.0,0.2,0.2,1.3,1.7,6.2,8.2,0.7,-5.9,-4.0,10.8,-0.1,0.472,0.306,115,-1.9,2.3,-0.1,5.7,0.5,16.4,6.7,0.453,20.6,-0.1,-0.2,-0.080
2013,Andris Biedriņš,C,26,GSW,3,0,5.7,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.7,1.7,2.3,0.3,0.0,0.7,0.3,2.0,0.0,7.4,9.2,-2.4,6.3,31.4,0.0,,,17,-8.6,13.9,0.0,6.4,0.0,100.0,23.1,,2.6,0.0,0.0,0.094
2013,Patrick Beverley,PG,24,HOU,6,5,33.3,4.7,10.8,0.431,1.3,4.0,0.333,3.3,6.8,0.488,0.492,1.2,1.2,1.000,1.8,3.7,5.5,2.8,1.2,0.7,1.0,4.0,11.8,14.8,1.8,2.2,1.2,12.5,0.0,0.369,0.108,200,1.0,6.0,0.4,14.6,1.8,8.1,9.2,0.521,16.3,0.2,0.4,0.096
2013,Marco Belinelli,SG,26,CHI,12,7,27.1,3.7,8.9,0.411,1.3,3.9,0.340,2.3,5.0,0.467,0.486,2.4,2.8,0.879,0.0,2.9,2.9,2.6,0.4,0.0,1.3,2.2,11.1,16.6,0.0,0.5,0.5,13.6,0.0,0.439,0.308,325,0.0,0.0,0.5,13.7,0.8,11.0,6.6,0.547,19.8,0.2,0.5,0.079
2013,Kent Bazemore,SG,23,GSW,9,0,1.8,0.1,0.9,0.125,0.0,0.1,0.000,0.1,0.8,0.143,0.125,0.0,0.4,0.000,0.1,0.4,0.6,0.2,0.1,0.0,0.2,0.3,0.2,17.1,0.0,-24.4,-4.8,26.7,0.0,0.125,0.500,16,-19.6,7.4,-0.2,-13.7,3.2,17.0,17.5,0.102,32.8,-0.1,-0.2,-0.514
2013,Aron Baynes,C,26,SAS,4,1,5.8,1.0,1.8,0.571,0.0,0.0,,1.0,1.8,0.571,0.571,0.0,0.0,,0.5,0.8,1.3,0.0,0.0,0.0,0.3,1.0,2.0,0.0,0.0,-7.5,-2.5,14.5,0.0,0.000,0.000,23,-5.0,10.3,0.0,10.6,0.0,12.5,12.5,0.571,16.5,0.0,0.0,0.090
2013,Jerryd Bayless,PG,24,MEM,15,0,21.3,3.3,9.1,0.358,1.2,3.9,0.305,2.1,5.2,0.397,0.423,1.5,1.7,0.885,0.1,1.9,2.0,2.1,0.5,0.3,1.1,2.3,9.3,18.4,1.3,-0.7,0.1,11.5,0.3,0.431,0.190,320,-0.8,0.4,0.0,11.5,1.2,9.7,5.6,0.468,24.0,0.1,0.3,0.040
2013,Shane Battier,SF,34,MIA,22,0,17.8,1.2,4.2,0.290,1.2,4.0,0.295,0.0,0.2,0.200,0.430,1.0,1.3,0.821,0.4,1.3,1.7,0.5,0.2,0.3,0.2,2.2,4.7,4.6,1.3,-2.0,-1.1,9.0,0.3,0.946,0.301,392,-0.9,2.9,0.4,7.4,0.7,4.5,6.0,0.489,13.6,0.0,0.6,0.077
2013,Brandon Bass,PF,27,BOS,6,5,34.0,2.3,4.8,0.483,0.0,0.0,,2.3,4.8,0.483,0.483,2.0,2.5,0.800,1.3,5.3,6.7,1.2,0.3,0.2,0.8,2.8,6.7,6.7,0.4,-0.8,1.3,17.3,0.3,0.000,0.517,204,-2.2,5.2,0.2,9.3,0.5,12.3,11.8,0.562,10.1,0.1,0.5,0.120
2013,Matt Barnes,SF,32,LAC,6,0,27.0,4.0,7.3,0.545,1.2,2.8,0.412,2.8,4.5,0.630,0.625,2.7,3.2,0.842,1.2,3.8,5.0,0.5,0.7,0.3,0.8,3.8,11.8,3.2,0.9,3.1,-0.3,17.6,0.0,0.386,0.432,162,3.4,5.7,0.6,18.4,1.3,8.7,11.9,0.678,17.2,0.2,0.6,0.166
2013,Harrison Barnes,SF,20,GSW,12,12,38.4,6.0,13.5,0.444,1.6,4.3,0.365,4.4,9.2,0.482,0.503,2.5,2.9,0.857,1.5,4.9,6.4,1.3,0.6,0.4,1.3,2.8,16.1,5.1,0.8,0.4,-0.1,13.7,0.3,0.321,0.216,461,0.5,4.6,0.7,13.8,0.8,8.3,9.4,0.544,18.7,0.3,1.0,0.103
2013,Jeff Ayres,PF,25,IND,9,0,7.9,0.9,2.7,0.333,0.0,0.1,0.000,0.9,2.6,0.348,0.333,0.0,0.0,,0.4,1.6,2.0,0.1,0.0,0.2,0.3,1.6,1.8,2.5,2.3,-9.5,-1.5,22.2,0.1,0.042,0.000,71,-8.0,6.9,-0.2,2.0,0.0,11.1,14.9,0.333,17.8,-0.1,-0.1,-0.052
2013,Gustavo Ayón,C,27,MIL,3,0,2.3,0.7,1.3,0.500,0.0,0.0,,0.7,1.3,0.500,0.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,-3.6,-3.9,0.0,0.0,0.000,0.000,7,0.3,0.0,0.0,14.1,0.0,0.0,0.0,0.500,26.9,0.0,0.0,-0.045
2013,D.J. Augustin,PG,25,IND,19,1,16.6,1.4,3.7,0.380,1.0,2.5,0.396,0.4,1.2,0.348,0.514,1.3,1.6,0.806,0.1,0.7,0.8,0.7,0.4,0.0,0.5,1.4,5.2,7.1,0.0,-0.3,0.8,4.6,0.2,0.676,0.437,316,-1.1,0.8,0.5,9.7,1.2,10.6,2.8,0.579,14.0,0.1,0.7,0.106
